Caulksville town,Arkansas,213
Cave City city,Arkansas,1904
Cave Springs city,Arkansas,1729
Cedarville city,Arkansas,1394
Centerton city,Arkansas,9515
Central City town,Arkansas,502
Charleston city,Arkansas,2494
Cherokee Village city,Arkansas,4671
Cherry Valley city,Arkansas,651
Chester town,Arkansas,159
Chidester city,Arkansas,287
Clarendon city,Arkansas,1664
Clarkedale city,Arkansas,371
Clarksville city,Arkansas,9178
Clinton city,Arkansas,2602
Coal Hill city,Arkansas,1012
College City city,Arkansas,455
Concord town,Arkansas,244
Conway city,Arkansas,58908
Corinth town,Arkansas,70
Corning city,Arkansas,3377
Cotter city,Arkansas,970
Cove town,Arkansas,382
Crossett city,Arkansas,5507
Danville city,Arkansas,2409
Dardanelle city,Arkansas,4745
Denning town,Arkansas,314
De Queen city,Arkansas,6594
Dermott city,Arkansas,2316
Des Arc city,Arkansas,1717
De Valls Bluff city,Arkansas,619
DeWitt city,Arkansas,3292
Diamond City city,Arkansas,782
Diaz city,Arkansas,1318
Dierks city,Arkansas,1133
Dover city,Arkansas,1378
Dumas city,Arkansas,4706
Dyer city,Arkansas,876
Dyess town,Arkansas,410
Earle city,Arkansas,2414
East Camden town,Arkansas,931
Edmondson town,Arkansas,427
Elaine city,Arkansas,636
El Dorado city,Arkansas,18884
Elkins city,Arkansas,2648
Elm Springs city,Arkansas,1535
Emerson town,Arkansas,368
Emmet city,Arkansas,518
England city,Arkansas,2825
Etowah town,Arkansas,351
Eudora city,Arkansas,2269
Eureka Springs city,Arkansas,2073
Evening Shade city,Arkansas,432
Everton town,Arkansas,133
Fairfield Bay city,Arkansas,2338
Farmington city,Arkansas,5974
Fayetteville city,Arkansas,73580
Felsenthal town,Arkansas,150
Flippin city,Arkansas,1355
Fordyce city,Arkansas,4300
Forrest City city,Arkansas,15371
Fort Smith city,Arkansas,86209
Fouke city,Arkansas,859
Fountain Hill town,Arkansas,175
Fountain Lake town,Arkansas,503
Fredonia (Biscoe) town,Arkansas,363
Garland town,Arkansas,242
Gassville city,Arkansas,2078
Gillett city,Arkansas,691
Gillham town,Arkansas,160
Glenwood city,Arkansas,2228
Gosnell city,Arkansas,3548
Gould city,Arkansas,837
Grady city,Arkansas,449
Grannis city,Arkansas,554
Gravette city,Arkansas,2325
Green Forest city,Arkansas,2761
Greenland city,Arkansas,1259
Greenwood city,Arkansas,8952
Greers Ferry city,Arkansas,891
Griffithville town,Arkansas,225
Grubbs city,Arkansas,386
Gum Springs town,Arkansas,120
Hackett city,Arkansas,812
Hamburg city,Arkansas,2857
Hampton city,Arkansas,1324
Hardy city,Arkansas,772
Harrisburg city,Arkansas,2288
Harrison city,Arkansas,12943
Havana city,Arkansas,375
Hazen city,Arkansas,1468
Heber Springs city,Arkansas,7165
Hector town,Arkansas,450
Helena-West Helena city,Arkansas,12282
Hermitage town,Arkansas,830
Higginson town,Arkansas,621
Highland city,Arkansas,1045
Holly Grove city,Arkansas,602
Hope city,Arkansas,10095
Horatio city,Arkansas,1044
Horseshoe Bend city,Arkansas,2184
Horseshoe Lake town,Arkansas,292
Hot Springs city,Arkansas,35193
Hoxie city,Arkansas,2780
Huttig city,Arkansas,597
Jacksonport town,Arkansas,212
Jericho town,Arkansas,119
Johnson city,Arkansas,3354
Joiner city,Arkansas,576
Jonesboro city,Arkansas,67263
Judsonia city,Arkansas,2019
Kensett city,Arkansas,1648
Keo town,Arkansas,256
Kibler city,Arkansas,961
Knoxville town,Arkansas,731
LaGrange town,Arkansas,89
Lake City city,Arkansas,2082
Lakeview city,Arkansas,741
Lake View city,Arkansas,443
Lake Village city,Arkansas,2575
Lamar city,Arkansas,1605
Lavaca city,Arkansas,2289
Leachville city,Arkansas,1993
Lead Hill town,Arkansas,271
Lepanto city,Arkansas,1893
Lewisville city,Arkansas,1280
Lexa town,Arkansas,286
Little Rock city,Arkansas,193524
Lockesburg city,Arkansas,739
London city,Arkansas,1039
Lonoke city,Arkansas,4245
Lowell city,Arkansas,7327
Luxora city,Arkansas,1178
McGehee city,Arkansas,4219
McRae city,Arkansas,682
Magazine city,Arkansas,847
Magnet Cove town,Arkansas,5
Magnolia city,Arkansas,11577
Malvern city,Arkansas,10318
Mammoth Spring city,Arkansas,977
Manila city,Arkansas,3342
Mansfield city,Arkansas,1139
Marianna city,Arkansas,4115
Marked Tree city,Arkansas,2566
Marmaduke city,Arkansas,1111
Maumelle city,Arkansas,17163
Mayflower city,Arkansas,2234
Maynard town,Arkansas,426
Melbourne city,Arkansas,1848
Mena city,Arkansas,5737
Menifee town,Arkansas,302
Midland town,Arkansas,325
Mineral Springs city,Arkansas,1208
Monette city,Arkansas,1501
Monticello city,Arkansas,9467
Moro town,Arkansas,216
Morrilton city,Arkansas,6767
Morrison Bluff town,Arkansas,64
Mountainburg city,Arkansas,631
Mountain Home city,Arkansas,12448
Mountain View city,Arkansas,2748
Mount Ida city,Arkansas,1076
Mulberry city,Arkansas,1655
Murfreesboro city,Arkansas,1641
Nashville city,Arkansas,4627
Newark city,Arkansas,1176
Newport city,Arkansas,7879
Nimmons town,Arkansas,69
Norfork city,Arkansas,511
Norphlet city,Arkansas,844
North Little Rock city,Arkansas,62304
Oak Grove Heights town,Arkansas,889
Oakhaven town,Arkansas,63
Oden town,Arkansas,232
Oil Trough town,Arkansas,260
Okolona town,Arkansas,147
Ola city,Arkansas,1281
Omaha town,Arkansas,169
Oppelo city,Arkansas,781
Osceola city,Arkansas,7757
Pangburn city,Arkansas,601
Paragould city,Arkansas,26113
Paris city,Arkansas,3532
Parkdale city,Arkansas,277
Parkin city,Arkansas,1105
Peach Orchard city,Arkansas,135
Pea Ridge city,Arkansas,4794
Perryville city,Arkansas,1460
Piggott city,Arkansas,3849
Pine Bluff city,Arkansas,49083
Pleasant Plains town,Arkansas,349
Plumerville city,Arkansas,826
Pocahontas city,Arkansas,6608
Portland city,Arkansas,430
Pottsville city,Arkansas,2838
Powhatan town,Arkansas,72
Poyen town,Arkansas,290
Prairie Grove city,Arkansas,4380
Prattsville town,Arkansas,305
Rector city,Arkansas,1977
Reyno city,Arkansas,456
Roe town,Arkansas,114
Rogers city,Arkansas,55964
Rose Bud town,Arkansas,482
Rosston town,Arkansas,261
St. Charles town,Arkansas,230
St. Francis city,Arkansas,250
St. Paul town,Arkansas,113
Salem city,Arkansas,1635
Scranton city,Arkansas,224
Searcy city,Arkansas,22858
Sedgwick town,Arkansas,152
Shannon Hills city,Arkansas,3143
Sheridan city,Arkansas,4603
Sherwood city,Arkansas,29523
Shirley town,Arkansas,291
Sidney town,Arkansas,181
Siloam Springs city,Arkansas,15039
Smackover city,Arkansas,1865
Smithville town,Arkansas,78
Springdale city,Arkansas,69797
Stamps city,Arkansas,1693
Star City city,Arkansas,2274
Stuttgart city,Arkansas,9326
Subiaco town,Arkansas,572
Summit city,Arkansas,604
Taylor city,Arkansas,566
Texarkana city,Arkansas,29919
Thornton city,Arkansas,407
Tinsman town,Arkansas,54
Tollette town,Arkansas,240
Tontitown city,Arkansas,2460
Trumann city,Arkansas,7243
Tull town,Arkansas,448
Turrell city,Arkansas,615
Twin Groves town,Arkansas,335
Valley Springs town,Arkansas,183
Van Buren city,Arkansas,22791
Viola town,Arkansas,337
Waldo city,Arkansas,1372
Waldron city,Arkansas,3618
Walnut Ridge city,Arkansas,4890
Ward city,Arkansas,4067
Warren city,Arkansas,6003
Watson city,Arkansas,211
Weiner city,Arkansas,716
Western Grove town,Arkansas,384
West Fork city,Arkansas,2317
West Memphis city,Arkansas,26245
Wheatley city,Arkansas,355
Whelen Springs town,Arkansas,92
White Hall city,Arkansas,5526
Wickes town,Arkansas,754
Widener town,Arkansas,273
Wilmot city,Arkansas,550
Wilson city,Arkansas,903
Winchester town,Arkansas,167
Wooster town,Arkansas,860
Wrightsville city,Arkansas,2114
Wynne city,Arkansas,8367
Yellville city,Arkansas,1204
Arkansas County,Arkansas,19019
Humphrey city (pt.),Arkansas,249
Ashley County,Arkansas,21853
Balance of Ashley County,Arkansas,11703
Baxter County,Arkansas,41513
Big Flat town (pt.),Arkansas,104
Balance of Baxter County,Arkansas,23975
Benton County,Arkansas,221339
Springdale city (pt.),Arkansas,6054
Balance of Benton County,Arkansas,44402
Boone County,Arkansas,36903
Alpena town (pt.),Arkansas,319
Balance of Boone County,Arkansas,21005
Bradley County,Arkansas,11508
Balance of Bradley County,Arkansas,4551
Carroll County,Arkansas,27446
Balance of Carroll County,Arkansas,16684
Chicot County,Arkansas,11800
Balance of Chicot County,Arkansas,4640
Clark County,Arkansas,22995
Balance of Clark County,Arkansas,8352
Quitman city (pt.),Arkansas,732
Cleveland County,Arkansas,8689
Balance of Cleveland County,Arkansas,6898
Columbia County,Arkansas,24552
Balance of Columbia County,Arkansas,10153
Conway County,Arkansas,21273
Balance of Conway County,Arkansas,12597
Craighead County,Arkansas,96443
Balance of Craighead County,Arkansas,18028
Crawford County,Arkansas,61948
Balance of Crawford County,Arkansas,28001
Crittenden County,Arkansas,50902
Balance of Crittenden County,Arkansas,6933
Cross County,Arkansas,17870
Balance of Cross County,Arkansas,7475
Desha County,Arkansas,13008
Balance of Desha County,Arkansas,2984
Drew County,Arkansas,18509
Balance of Drew County,Arkansas,8121
Faulkner County,Arkansas,113237
Balance of Faulkner County,Arkansas,40469
Fulton County,Arkansas,12245
Cherokee Village city (pt.),Arkansas,793
Hardy city (pt.),Arkansas,42
Horseshoe Bend city (pt.),Arkansas,17
Balance of Fulton County,Arkansas,8342
Garland County,Arkansas,96024
Balance of Garland County,Arkansas,59464
Grant County,Arkansas,17853
Balance of Grant County,Arkansas,11706
Hempstead County,Arkansas,22609
Emmet city (pt.),Arkansas,43
Balance of Hempstead County,Arkansas,11127
Hot Spring County,Arkansas,32923
Balance of Hot Spring County,Arkansas,20738
Howard County,Arkansas,13789
Balance of Howard County,Arkansas,6581
Independence County,Arkansas,36647
Cave City city (pt.),Arkansas,162
Balance of Independence County,Arkansas,23205
Izard County,Arkansas,13696
Balance of Izard County,Arkansas,6538
Johnson County,Arkansas,25540
Balance of Johnson County,Arkansas,12495
Lafayette County,Arkansas,7645
Balance of Lafayette County,Arkansas,3769
Lincoln County,Arkansas,14134
Balance of Lincoln County,Arkansas,10574
Little River County,Arkansas,13171
Balance of Little River County,Arkansas,6691
Logan County,Arkansas,22353
Balance of Logan County,Arkansas,12585
Lonoke County,Arkansas,68356
Balance of Lonoke County,Arkansas,28440
Miller County,Arkansas,43462
Balance of Miller County,Arkansas,12442
Mississippi County,Arkansas,46480
Balance of Mississippi County,Arkansas,9294
Nevada County,Arkansas,8997
Balance of Nevada County,Arkansas,4472
Newton County,Arkansas,8330
Balance of Newton County,Arkansas,7480
Ouachita County,Arkansas,26120
Balance of Ouachita County,Arkansas,10698
Phillips County,Arkansas,21757
Balance of Phillips County,Arkansas,6924
Poinsett County,Arkansas,24583
Balance of Poinsett County,Arkansas,8831
Polk County,Arkansas,20662
Balance of Polk County,Arkansas,12735
Pope County,Arkansas,61754
Balance of Pope County,Arkansas,25113
Prairie County,Arkansas,8715
Balance of Prairie County,Arkansas,4378
Pulaski County,Arkansas,382748
Balance of Pulaski County,Arkansas,48752
St. Francis County,Arkansas,28258
Balance of St. Francis County,Arkansas,8435
Saline County,Arkansas,107118
Balance of Saline County,Arkansas,48946
Scott County,Arkansas,11233
Balance of Scott County,Arkansas,7199
Searcy County,Arkansas,8195
Balance of Searcy County,Arkansas,6126
Sebastian County,Arkansas,125744
Balance of Sebastian County,Arkansas,19431
Sevier County,Arkansas,17058
Balance of Sevier County,Arkansas,8376
Sharp County,Arkansas,17264
Balance of Sharp County,Arkansas,8193
Stone County,Arkansas,12394
Balance of Stone County,Arkansas,9473
Union County,Arkansas,41639
Balance of Union County,Arkansas,17666
Van Buren County,Arkansas,17295
Balance of Van Buren County,Arkansas,11997
White County,Arkansas,77076
Balance of White County,Arkansas,35905
Woodruff County,Arkansas,7260
Balance of Woodruff County,Arkansas,2126
Yell County,Arkansas,22185
Balance of Yell County,Arkansas,12256
California,California,37253956
Adelanto city,California,31765
Agoura Hills city,California,20330
Alameda city,California,73812
Albany city,California,18539
Alhambra city,California,83089
Aliso Viejo city,California,47823
Alturas city,California,2827
Amador City city,California,185
American Canyon city,California,19454
Anaheim city,California,336265
Angels city,California,3836
Antioch city,California,102372
Apple Valley town,California,69135
Arcadia city,California,56364
Arcata city,California,17231
Arroyo Grande city,California,17252
Artesia city,California,16522
Arvin city,California,19304
Atascadero city,California,28310
Atherton town,California,6914
Atwater city,California,28168
Avalon city,California,3728
Avenal city,California,15505
Azusa city,California,46361
Bakersfield city,California,347483
Baldwin Park city,California,75390
Banning city,California,29603
Barstow city,California,22639
Beaumont city,California,36877
Bell city,California,35477
Bellflower city,California,76616
Bell Gardens city,California,42072
Belmont city,California,25835
Belvedere city,California,2068
Benicia city,California,26997
Berkeley city,California,112580
Beverly Hills city,California,34109
Big Bear Lake city,California,5019
Biggs city,California,1707
Bishop city,California,3879
Blue Lake city,California,1253
Blythe city,California,20817
Brawley city,California,24953
Brea city,California,39282
Brentwood city,California,51481
Buellton city,California,4828
Buena Park city,California,80530
Burbank city,California,103340
Burlingame city,California,28806
Calabasas city,California,23058
Calexico city,California,38572
California City city,California,14120
Calipatria city,California,7705
Calistoga city,California,5155
Camarillo city,California,65201
Campbell city,California,39349
Canyon Lake city,California,10561
Capitola city,California,9918
Carlsbad city,California,105328
Carmel-by-the-Sea city,California,3722
Carpinteria city,California,13040
Carson city,California,91714
Cathedral City city,California,51200
Ceres city,California,45417
Cerritos city,California,49041
Chico city,California,86187
Chino city,California,77983
Chino Hills city,California,74799
Chowchilla city,California,18720
Chula Vista city,California,243916
Citrus Heights city,California,83301
Claremont city,California,34926
Clayton city,California,10897
Clearlake city,California,15250
Cloverdale city,California,8618
Clovis city,California,95631
Coachella city,California,40704
Coalinga city,California,13380
Colfax city,California,1963
Colma town,California,1792
Colton city,California,52154
Colusa city,California,5971
Commerce city,California,12823
Compton city,California,96455
Concord city,California,122067
Corcoran city,California,24813
Corona city,California,152374
Coronado city,California,18912
Corte Madera town,California,9253
Costa Mesa city,California,109960
Cotati city,California,7265
Covina city,California,47796
Crescent City city,California,7643
Cudahy city,California,23805
Culver City city,California,38883
Cupertino city,California,58302
Cypress city,California,47802
Daly City city,California,101123
Dana Point city,California,33351
Danville town,California,42039
Davis city,California,65622
Delano city,California,53041
Del Mar city,California,4161
Del Rey Oaks city,California,1624
Desert Hot Springs city,California,25938
Diamond Bar city,California,55544
Dinuba city,California,21453
Dixon city,California,18351
Dorris city,California,939
Dos Palos city,California,4950
Downey city,California,111772
Duarte city,California,21321
Dublin city,California,46036
Dunsmuir city,California,1650
East Palo Alto city,California,28155
El Cajon city,California,99478
El Centro city,California,42598
El Cerrito city,California,23549
Elk Grove city,California,153015
El Monte city,California,113475
El Paso de Robles (Paso Robles) city,California,29793
El Segundo city,California,16654
Emeryville city,California,10080
Encinitas city,California,59518
Escalon city,California,7132
Escondido city,California,143911
Etna city,California,737
Eureka city,California,27191
Exeter city,California,10334
Fairfax town,California,7441
Farmersville city,California,10588
Ferndale city,California,1371
Fillmore city,California,15002
Firebaugh city,California,7549
Folsom city,California,72203
Fontana city,California,196069
Fort Bragg city,California,7273
Fort Jones city,California,839
Fortuna city,California,11926
Foster City city,California,30567
Fountain Valley city,California,55313
Fowler city,California,5570
Fremont city,California,214089
Fresno city,California,494665
Fullerton city,California,135161
Galt city,California,23647
Gardena city,California,58829
Garden Grove city,California,170883
Gilroy city,California,48821
Glendora city,California,50073
Goleta city,California,29888
Gonzales city,California,8187
Grand Terrace city,California,12040
Grass Valley city,California,12860
Greenfield city,California,16330
Gridley city,California,6584
Grover Beach city,California,13156
Guadalupe city,California,7080
Gustine city,California,5520
Half Moon Bay city,California,11324
Hanford city,California,53967
Hawaiian Gardens city,California,14254
Hawthorne city,California,84293
Hayward city,California,144186
Healdsburg city,California,11254
Hemet city,California,78657
Hercules city,California,24060
Hermosa Beach city,California,19506
Hesperia city,California,90173
Hidden Hills city,California,1856
Hillsborough town,California,10825
Hollister city,California,34928
Holtville city,California,5939
Hughson city,California,6640
Huntington Beach city,California,189992
Huntington Park city,California,58114
Huron city,California,6754
Imperial city,California,14758
Imperial Beach city,California,26324
Indian Wells city,California,4958
Indio city,California,76036
Inglewood city,California,109673
Ione city,California,7918
Irvine city,California,212375
Irwindale city,California,1422
Isleton city,California,804
Kerman city,California,13544
King City city,California,12874
Kingsburg city,California,11382
La Ca�ada Flintridge city,California,20246
Lafayette city,California,23893
Laguna Beach city,California,22723
Laguna Hills city,California,30344
Laguna Niguel city,California,62979
Laguna Woods city,California,16192
La Habra city,California,60239
La Habra Heights city,California,5325
Lake Elsinore city,California,51821
Lake Forest city,California,77264
Lakeport city,California,4753
Lakewood city,California,80048
La Mesa city,California,57065
La Mirada city,California,48527
Lancaster city,California,156633
La Palma city,California,15568
La Puente city,California,39816
La Quinta city,California,37467
Lathrop city,California,18023
La Verne city,California,31063
Lawndale city,California,32769
Lemon Grove city,California,25320
Lemoore city,California,24531
Lindsay city,California,11768
Live Oak city,California,8392
Livermore city,California,80968
Lodi city,California,62134
Loma Linda city,California,23261
Lomita city,California,20256
Lompoc city,California,42434
Long Beach city,California,462257
Loomis town,California,6430
Los Alamitos city,California,11449
Los Altos city,California,28976
Los Altos Hills town,California,7922
Los Angeles city,California,3792621
Los Banos city,California,35972
Los Gatos town,California,29413
Loyalton city,California,769
Lynwood city,California,69772
McFarland city,California,12707
Madera city,California,61416
Malibu city,California,12645
Mammoth Lakes town,California,8234
Manhattan Beach city,California,35135
Manteca city,California,67096
Marina city,California,19718
Martinez city,California,35824
Marysville city,California,12072
Maywood city,California,27395
Mendota city,California,11014
Menifee city,California,77519
Menlo Park city,California,32026
Merced city,California,78958
Millbrae city,California,21532
Mill Valley city,California,13903
Milpitas city,California,66790
Mission Viejo city,California,93305
Modesto city,California,201165
Monrovia city,California,36590
Montague city,California,1443
Montclair city,California,36664
Montebello city,California,62500
Monterey city,California,27810
Monterey Park city,California,60269
Monte Sereno city,California,3341
Moorpark city,California,34421
Moraga town,California,16016
Moreno Valley city,California,193365
Morgan Hill city,California,37882
Morro Bay city,California,10234
Mount Shasta city,California,3394
Murrieta city,California,103466
Napa city,California,76915
Needles city,California,4844
Nevada City city,California,3068
Newman city,California,10224
Newport Beach city,California,85186
Norco city,California,27063
Norwalk city,California,105549
Novato city,California,51904
Oakdale city,California,20675
Oakland city,California,390724
Oakley city,California,35432
Oceanside city,California,167086
Ojai city,California,7461
Ontario city,California,163924
Orange city,California,136416
Orange Cove city,California,9078
Orinda city,California,17643
Orland city,California,7291
Oroville city,California,15546
Oxnard city,California,197899
Pacifica city,California,37234
Pacific Grove city,California,15041
Palmdale city,California,152750
Palm Desert city,California,48445
Palm Springs city,California,44552
Palo Alto city,California,64403
Palos Verdes Estates city,California,13438
Paradise town,California,26218
Paramount city,California,54098
Parlier city,California,14494
Pasadena city,California,137122
Perris city,California,68386
Petaluma city,California,57941
Pico Rivera city,California,62942
Pinole city,California,18390
Pismo Beach city,California,7655
Pittsburg city,California,63264
Placentia city,California,50533
Placerville city,California,10389
Pleasant Hill city,California,33152
Pleasanton city,California,70285
Plymouth city,California,1005
Pomona city,California,149058
Porterville city,California,54165
Port Hueneme city,California,21723
Portola city,California,2104
Portola Valley town,California,4353
Poway city,California,47811
Rancho Cordova city,California,64776
Rancho Cucamonga city,California,165269
Rancho Mirage city,California,17218
Rancho Palos Verdes city,California,41643
Rancho Santa Margarita city,California,47853
Red Bluff city,California,14076
Redding city,California,89861
Redlands city,California,68747
Redondo Beach city,California,66748
Redwood City city,California,76815
Reedley city,California,24194
Rialto city,California,99171
Richmond city,California,103701
Ridgecrest city,California,27616
Rio Dell city,California,3368
Rio Vista city,California,7360
Ripon city,California,14297
Riverbank city,California,22678
Riverside city,California,303871
Rocklin city,California,56974
Rohnert Park city,California,40971
Rolling Hills city,California,1860
Rolling Hills Estates city,California,8067
Rosemead city,California,53764
Roseville city,California,118788
Ross town,California,2415
Sacramento city,California,466488
St. Helena city,California,5814
Salinas city,California,150441
San Anselmo town,California,12336
San Bernardino city,California,209924
San Bruno city,California,41114
San Buenaventura (Ventura) city,California,106433
San Carlos city,California,28406
San Clemente city,California,63522
Sand City city,California,334
San Diego city,California,1307402
San Dimas city,California,33371
San Fernando city,California,23645
San Francisco city,California,805235
San Gabriel city,California,39718
Sanger city,California,24270
San Jacinto city,California,44199
San Joaquin city,California,4001
San Jose city,California,945942
San Juan Capistrano city,California,34593
San Leandro city,California,84950
San Luis Obispo city,California,45119
San Marcos city,California,83781
San Marino city,California,13147
San Mateo city,California,97207
San Pablo city,California,29139
San Rafael city,California,57713
San Ramon city,California,72148
Santa Ana city,California,324528
Santa Barbara city,California,88410
Santa Clara city,California,116468
Santa Clarita city,California,176320
Santa Cruz city,California,59946
Santa Fe Springs city,California,16223
Santa Maria city,California,99553
Santa Monica city,California,89736
Santa Paula city,California,29321
Santa Rosa city,California,167815
Santee city,California,53413
Saratoga city,California,29926
Sausalito city,California,7061
Scotts Valley city,California,11580
Seal Beach city,California,24168
Seaside city,California,33025
Sebastopol city,California,7379
Shafter city,California,16988
Shasta Lake city,California,10164
Sierra Madre city,California,10917
Simi Valley city,California,124237
Solana Beach city,California,12867
Soledad city,California,25738
Solvang city,California,5245
Sonoma city,California,10648
Sonora city,California,4903
South El Monte city,California,20116
South Gate city,California,94396
South Lake Tahoe city,California,21403
South Pasadena city,California,25619
South San Francisco city,California,63632
Stanton city,California,38186
Stockton city,California,291707
Suisun City city,California,28111
Sunnyvale city,California,140081
Susanville city,California,17947
Sutter Creek city,California,2501
Taft city,California,9327
Tehachapi city,California,14414
Temecula city,California,100097
Temple City city,California,35558
Thousand Oaks city,California,126683
Tiburon town,California,8962
Torrance city,California,145438
Tracy city,California,82922
Truckee town,California,16180
Tulare city,California,59278
Tulelake city,California,1010
Turlock city,California,68549
Tustin city,California,75540
Twentynine Palms city,California,25048
Ukiah city,California,16075
Union City city,California,69516
Upland city,California,73732
Vacaville city,California,92428
Vallejo city,California,115942
Victorville city,California,115903
Villa Park city,California,5812
Visalia city,California,124442
Vista city,California,93834
Walnut city,California,29172
Walnut Creek city,California,64173
Wasco city,California,25545
Waterford city,California,8456
Watsonville city,California,51199
Weed city,California,2967
West Covina city,California,106098
West Hollywood city,California,34399
Westlake Village city,California,8270
Westminster city,California,89701
West Sacramento city,California,48744
Wheatland city,California,3456
Wildomar city,California,32176
Willits city,California,4888
Willows city,California,6166
Windsor town,California,26801
Winters city,California,6624
Woodlake city,California,7279
Woodland city,California,55468
Woodside town,California,5287
Yorba Linda city,California,64234
Yountville city,California,2933
Yreka city,California,7765
Yuba City city,California,64925
Yucaipa city,California,51367
Yucca Valley town,California,20700
Alameda County,California,1510271
Balance of Alameda County,California,141266
Alpine County,California,1175
Amador County,California,38091
Balance of Amador County,California,21831
Butte County,California,220000
Balance of Butte County,California,83758
Calaveras County,California,45578
Balance of Calaveras County,California,41742
Colusa County,California,21419
Balance of Colusa County,California,10325
Contra Costa County,California,1049025
Balance of Contra Costa County,California,159785
Del Norte County,California,28610
Balance of Del Norte County,California,20967
El Dorado County,California,181058
Balance of El Dorado County,California,149266
Fresno County,California,930450
Balance of Fresno County,California,171705
Glenn County,California,28122
Balance of Glenn County,California,14665
Humboldt County,California,134623
Balance of Humboldt County,California,71916
Imperial County,California,174528
Balance of Imperial County,California,37778
Inyo County,California,18546
Balance of Inyo County,California,14667
Kern County,California,839631
Balance of Kern County,California,297932
Kings County,California,152982
Balance of Kings County,California,34166
Lake County,California,64665
Balance of Lake County,California,44662
Lassen County,California,34895
Balance of Lassen County,California,16948
Los Angeles County,California,9818605
Balance of Los Angeles County,California,1057426
Madera County,California,150865
Balance of Madera County,California,70729
Marin County,California,252409
Balance of Marin County,California,67427
Mariposa County,California,18251
Mendocino County,California,87841
Balance of Mendocino County,California,59156
Merced County,California,255793
Balance of Merced County,California,89167
Modoc County,California,9686
Balance of Modoc County,California,6859
Balance of Mono County,California,5968
Monterey County,California,415057
Balance of Monterey County,California,100213
Napa County,California,136484
Balance of Napa County,California,26213
Orange County,California,3010232
Balance of Orange County,California,121160
Placer County,California,348432
Balance of Placer County,California,108128
Plumas County,California,20007
Balance of Plumas County,California,17903
Riverside County,California,2189641
Balance of Riverside County,California,504392
Sacramento County,California,1418788
Balance of Sacramento County,California,554554
San Benito County,California,55269
Balance of San Benito County,California,18479
San Bernardino County,California,2035210
Balance of San Bernardino County,California,291776
San Diego County,California,3095313
Balance of San Diego County,California,486604
San Joaquin County,California,685306
Balance of San Joaquin County,California,141995
San Luis Obispo County,California,269637
Balance of San Luis Obispo County,California,118118
San Mateo County,California,718451
Balance of San Mateo County,California,61222
Santa Barbara County,California,423895
Balance of Santa Barbara County,California,133417
Santa Clara County,California,1781642
Balance of Santa Clara County,California,89960
Shasta County,California,177223
Balance of Shasta County,California,67266
Sierra County,California,3240
Balance of Sierra County,California,2471
Siskiyou County,California,44900
Balance of Siskiyou County,California,24156
Solano County,California,413344
Balance of Solano County,California,18834
Sonoma County,California,483878
Balance of Sonoma County,California,145186
Stanislaus County,California,514453
Balance of Stanislaus County,California,110236
Sutter County,California,94737
Balance of Sutter County,California,21420
Tehama County,California,63463
Balance of Tehama County,California,41306
Trinity County,California,13786
Tulare County,California,442179
Balance of Tulare County,California,142872
Tuolumne County,California,55365
Balance of Tuolumne County,California,50462
Ventura County,California,823318
Balance of Ventura County,California,94937
Yolo County,California,200849
Balance of Yolo County,California,24391
Yuba County,California,72155
Balance of Yuba County,California,56627
Colorado,Colorado,5029196
Aguilar town,Colorado,538
Alamosa city,Colorado,8780
Arriba town,Colorado,193
Aspen city,Colorado,6658
Ault town,Colorado,1519
Aurora city,Colorado,325078
Basalt town,Colorado,3857
Bayfield town,Colorado,2333
Bennett town,Colorado,2308
Blue River town,Colorado,849
Boone town,Colorado,339
Boulder city,Colorado,97385
Bow Mar town,Colorado,866
Branson town,Colorado,74
Breckenridge town,Colorado,4540
Broomfield city,Colorado,55889
Brush city,Colorado,5463
Buena Vista town,Colorado,2617
Burlington city,Colorado,4254
Calhan town,Colorado,780
Ca�on City city,Colorado,16400
Carbondale town,Colorado,6427
Castle Pines North city,Colorado,10360
Castle Rock town,Colorado,48231
Cedaredge town,Colorado,2253
Centennial city,Colorado,100377
Center town,Colorado,2230
Central City city,Colorado,663
Cheraw town,Colorado,252
Cherry Hills Village city,Colorado,5987
Cheyenne Wells town,Colorado,846
Cokedale town,Colorado,129
Colorado Springs city,Colorado,416427
Columbine Valley town,Colorado,1256
Commerce City city,Colorado,45913
Cortez city,Colorado,8482
Crawford town,Colorado,431
Crested Butte town,Colorado,1487
Crestone town,Colorado,127
Cripple Creek city,Colorado,1189
Crook town,Colorado,110
Dacono city,Colorado,4152
De Beque town,Colorado,504
Del Norte town,Colorado,1686
Delta city,Colorado,8915
Denver city,Colorado,600158
Dillon town,Colorado,904
Dolores town,Colorado,936
Durango city,Colorado,16887
Eagle town,Colorado,6508
Eaton town,Colorado,4365
Eckley town,Colorado,257
Edgewater city,Colorado,5170
Elizabeth town,Colorado,1358
Englewood city,Colorado,30255
Erie town,Colorado,18135
Estes Park town,Colorado,5858
Evans city,Colorado,18537
Fairplay town,Colorado,679
Federal Heights city,Colorado,11467
Firestone town,Colorado,10147
Flagler town,Colorado,561
Fleming town,Colorado,408
Fort Collins city,Colorado,143986
Fort Lupton city,Colorado,7377
Fort Morgan city,Colorado,11315
Fountain city,Colorado,25846
Fowler town,Colorado,1182
Foxfield town,Colorado,685
Frederick town,Colorado,8679
Frisco town,Colorado,2683
Fruita city,Colorado,12646
Genoa town,Colorado,139
